TRIP_NO,route_index,mean_distance,median_distance,max_distance,inlier_ratio,num_routes
TRIP_440545,0,311.6257765715592,169.42497754203967,1913.7306676556707,0.4107142857142857,6
TRIP_440724,0,298.3267514331162,102.9598686429192,3448.2358336765965,0.4883720930232558,6
TRIP_440843,2,366.87064722557403,115.00805381420388,1913.7306676556707,0.3870967741935484,6
TRIP_440865,0,231.4173676242116,40.83054088368481,3408.181362073336,0.6984126984126984,6
TRIP_440881,0,232.02499001829648,70.8584725320942,3468.622253709411,0.5844155844155844,6
TRIP_440883,0,213.19657905276472,101.15004569964759,980.0216809857377,0.5,6
TRIP_440940,4,487.9453706974397,135.01540702617203,2809.750654675415,0.3898305084745763,6
TRIP_440998,1,457.3604338192671,88.61287666641388,3482.57990341332,0.5535714285714286,6
TRIP_441032,0,246.76730473548278,86.36118168673012,2197.117661002851,0.5571428571428572,6
TRIP_441037,3,622.7498753647048,141.81410587177993,3083.3142085786308,0.43548387096774194,6
TRIP_441045,3,323.0148146631558,128.84351565849164,2686.121393886156,0.3709677419354839,6
TRIP_441046,0,218.39558383605845,92.15198841149491,1913.7306676556707,0.5733333333333334,6
TRIP_441067,0,1432.0350201384747,379.115930986972,6574.15180219211,0.24285714285714285,6
TRIP_441133,0,461.0126032848519,362.4493237205311,1478.68190722674,0.18181818181818182,6
TRIP_441177,1,52.21644677233946,71.03543231391973,117.07931413231955,0.8125,4
TRIP_441195,1,200.13136703599338,140.49319237727326,1913.7306676556707,0.4090909090909091,6
TRIP_441305,0,131.4289710336152,94.51329895327218,659.3707517975743,0.5526315789473685,6
TRIP_441326,4,192.57308284239406,59.287543098321514,1919.2653140920306,0.6,6
TRIP_441395,0,1947.9164226110443,2561.0316719237157,3888.9198295582487,0.14285714285714285,6
TRIP_441418,0,136.85762156479558,94.36292688836015,414.1947660999382,0.5777777777777777,6
TRIP_441467,4,1234.4838384003197,819.7672124031113,5004.943780423397,0.2653061224489796,6
TRIP_441491,3,456.21157366442173,259.4601626559238,2232.443259225824,0.365625,6
TRIP_441521,3,433.7162702035389,163.63381061631236,1961.3750931407335,0.23529411764705882,6
TRIP_441567,5,727.614735780063,283.07251182553574,3390.020039506853,0.33962264150943394,6
TRIP_441674,0,44.36283568730709,45.24853387445393,112.64046574527684,0.9565217391304348,6
TRIP_441709,2,449.07928057858413,80.64564057772304,4966.851151084242,0.59,6
TRIP_441753,2,384.8080550207198,167.4630636623383,3421.8399177159995,0.36363636363636365,6
TRIP_441761,0,13239.8262630018,8899.84812092419,29586.493608113124,0.08955223880597014,6
TRIP_441769,5,294.371365354289,215.5043356341763,1480.204724736851,0.3793103448275862,6
TRIP_441847,0,396.4503924507265,149.3319698665756,1774.6809582097387,0.4098360655737705,6
TRIP_441930,3,643.630780841118,122.22051844230525,3501.4722709438597,0.4603174603174603,6
TRIP_442065,0,198.9585839744042,41.252763045713294,3448.2358336765965,0.7321428571428571,6
TRIP_442079,5,172.50125170722364,2.725076623570417,701.0221529466156,0.5652173913043478,6
TRIP_442084,5,182.6070688393614,75.84209791009421,4612.916998806738,0.5662650602409639,6
TRIP_442150,0,305.1734254394627,96.8368897361418,1833.4831163427864,0.5373134328358209,6
TRIP_442152,0,123.68158447591537,89.62429288531331,941.9523730076293,0.59375,6
TRIP_442178,2,506.0938124411706,341.78097223736813,1862.4903249900544,0.16981132075471697,6
TRIP_442197,0,228.13485941283412,133.1856383129281,1913.7306676556707,0.43373493975903615,6
TRIP_442256,2,394.4781863289401,160.82416862129583,3542.2517303234936,0.28125,6
TRIP_442261,4,588.7432937236388,363.38963865139465,2588.954628226037,0.20149253731343283,6
TRIP_442293,3,186.5997745458671,78.21068765251313,1682.6014075980247,0.5473684210526316,6
TRIP_442333,2,1467.149497409676,503.49842333646825,6947.451365571914,0.23076923076923078,6
TRIP_442342,2,1074.5431440952887,363.25814743087415,5351.758996759491,0.40425531914893614,6
TRIP_442437,1,979.8072816580031,263.8846831072433,3577.5626516203624,0.24719101123595505,6
TRIP_442442,1,146.76715777964188,65.42201718343696,1834.1721635456618,0.6923076923076923,6
TRIP_442537,1,273.5241906439425,97.5227160571099,3337.6255399697548,0.5,6
TRIP_442611,5,713.2992652617704,186.6515959565132,4506.8085296258305,0.3409090909090909,6
TRIP_442690,1,429.2936356690162,146.25121753249772,2102.263752533147,0.3904761904761905,6
TRIP_442741,0,4.300867622684202,0.4725490127782275,12.389244906515449,1.0,4
TRIP_442745,1,174.3306976303874,83.14345348947704,2064.733105567222,0.5925925925925926,6
TRIP_442747,3,778.6191341087255,308.9193960646477,2992.4347777954104,0.36363636363636365,6
TRIP_442793,3,307.7515473243943,69.12168920752671,3511.0101692097182,0.6363636363636364,6
TRIP_442829,0,1256.5207355051832,378.95919614226773,5897.549172099751,0.37681159420289856,6
TRIP_442832,5,578.2260916825913,167.95130257155773,3520.1591864367533,0.46875,6
TRIP_442940,0,9913.044233299128,10817.429062663634,20884.102740481438,0.2037037037037037,6
TRIP_442961,0,164.19051329495645,59.21409619317839,1873.7065663864666,0.6329113924050633,6
TRIP_442995,4,511.96180898086953,102.23654019540315,4874.249476564206,0.4307692307692308,6
TRIP_443046,1,6108.333447713302,549.1650681628868,19874.43815941562,0.3157894736842105,6
TRIP_443111,4,221.94660474673324,112.36020515032095,1249.2417871780403,0.4473684210526316,6
TRIP_443112,0,238.4522114045231,94.82449338908876,3501.4722709438597,0.5185185185185185,6
TRIP_443128,0,223.83504688100874,54.65546844556689,2191.6647191833467,0.5981308411214953,6
TRIP_443148,3,1198.9040510425834,248.3512921829266,6895.221396277296,0.25,6
TRIP_443173,4,93.50737809920042,30.084316203633154,1466.810321030476,0.7872340425531915,6
TRIP_443382,4,1129.6697240041206,108.7712487936757,6555.127130578445,0.4838709677419355,6
TRIP_443452,0,205.32475159090208,79.88522450670685,3501.4722709438597,0.6875,6
TRIP_443548,1,2799.6752984234945,3655.1462097560643,5990.521966948682,0.16666666666666666,6
TRIP_443569,0,395.86530020284937,139.78533027768208,2673.309716955513,0.42105263157894735,6
TRIP_443659,3,7776.573870351104,2255.275620644439,25520.930862291643,0.20202020202020202,6
TRIP_443679,4,595.4008031107222,111.96066303948574,3385.6179558710623,0.5,6
TRIP_443721,0,172.23464534760421,78.56165167727382,1873.7065663864666,0.5689655172413793,6
TRIP_443734,1,290.2374685285823,77.42408171236546,2666.6127397999817,0.5483870967741935,6
TRIP_443925,3,196.9278776576661,71.86042578208148,3544.5005359195115,0.5876288659793815,6
TRIP_443952,2,815.6061489537121,47.88892844117673,3400.380876905497,0.7,5
TRIP_443960,2,911.4174109349945,608.3120031785083,3016.6055914167805,0.3469387755102041,6
TRIP_444112,0,769.6488960350524,123.99645305466579,6680.743345206788,0.45454545454545453,6
TRIP_444153,2,3865.1619528998294,1928.0913733226216,10410.549641493328,0.14864864864864866,6
TRIP_444232,3,129.75794342856236,79.82093474087871,993.6199745823087,0.5818181818181818,6
TRIP_444415,4,305.4093606620737,127.04101258558285,1904.47205408425,0.453125,6
TRIP_444500,0,552.7199039386472,176.25696375723265,2716.273821822709,0.42857142857142855,6
TRIP_444524,1,229.48725828736573,38.34526450094081,2132.900733270863,0.7021276595744681,6
TRIP_444531,4,6002.555204139818,5295.747770054616,15590.391210455255,0.2830188679245283,6
TRIP_444714,0,285.47425522557853,124.60213875852304,2666.6127397999817,0.43478260869565216,6
TRIP_444727,0,252.5826230628192,77.66199590986972,3420.575700033235,0.6231884057971014,6
TRIP_444797,2,358.82511898362856,123.29581737423392,3420.575700033235,0.4696969696969697,6
TRIP_444805,2,553.852021502719,337.1863079630437,3511.0101692097182,0.3761467889908257,6
TRIP_444847,5,849.564669538186,419.7826668272482,4442.878147623028,0.3333333333333333,6
TRIP_444911,0,312.9652445396089,99.76464337942738,3400.380876905497,0.5,6
TRIP_444991,2,159.39688077712594,60.71562829056825,1294.3784203544083,0.5818181818181818,6
